id,fecha,ubicacion,aerolinea,ruta,tipo,total_abordo,fallecidos,fallecidos_en_tierra,anio
989,1947-10-24,"Bryce Canyon, Utah",United Air Lines,Los Angeles - New York City,Douglas DC-6,53,53,0,1947
990,1947-10-26,"Near Mt. Hymettus, Greece",AB Aerotransport,Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm,Douglas DC-4-1009,44,44,0,1947
991,1947-10-26,"Annette Island, Alaska",Pan American World Airways,Seattle - Juneau,Douglas DC-4A,18,18,0,1947
992,1947-10-31,"Near Srinagar, India",Military - Royal Indian Air Force,sin informacion,Douglas C-47B,25,25,0,1947
993,1947-11-02,"Off Barrio Rizal, Philippines",Philippine Air Express,sin informacion,Douglas DC-3,5,5,0,1947
994,1947-11-11,"Gallup, New Mexico",American Airlines,San Francisco - Chicago - New York,Douglas DC-6,25,0,0,1947
995,1947-11-13,"Near Bouchox, France",Société Auxiliare de Navigation Aérienne,sin informacion,Junkers Ju-52/3m,2,2,0,1947
996,1947-11-18,"Newcastle, Delaware",Trans Continental and Western Air,Training,Lockheed L-049-46-26 Constellation,5,5,0,1947
997,1947-11-18,"Ravello, Italy",Trafik-Turist-Transportflyg,Catania - Rome,Bristol 170 Freighter XI,25,20,0,1947
998,1947-11-21,"Phouznicie, Romania",TARS,Bucurest - Prague,Lisunov Li-2,26,13,0,1947
999,1947-11-27,sin informacion,China National Aviation Corporation,sin informacion,Douglas DC-3,3,2,0,1947
1000,1947-11-27,"Yakutat, Alaska",Columbia Air Cargo,Fairbanks - Yakutat,Douglas DC-3C,13,13,0,1947
1001,1947-11-27,"Montenegrin Mountains, Yugoslavia",JAT Yugoslav Airlines,Zagreb - Titograd,Lisunov LI-2,22,22,0,1947
1002,1947-11-28,"Near Trappa, Italy",Military - U.S. Air Force,sin informacion,Douglas C-47B,20,20,0,1947
1003,1947-11-30,"Seattle, Washington",Alaska Airlines,Anchorage - Seattle,Douglas C-54A,28,8,1,1947
1004,1947-12-10,"Near Goose Bay, Labrador",Military - U.S. Air Force,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),29,23,0,1947
1005,1947-12-11,"Near Memphis, Tennessee",Military - U.S. Air Force,El Paso - Memphis,Douglas C-47-DK,20,20,0,1947
1006,1947-12-18,"Krasnoyarsk, Russia",Aeroflot,Krasnoyarsk - Omsk,Ilyushin IL-12,25,9,0,1947
1007,1947-12-23,"Kunming, China",Air Transport,sin informacion,Short  S-29 Stirling V,30,25,0,1947
1008,1947-12-27,"Korangi Creek, India",Air India,Karachi - Bombay,Douglas DC-3 (C-47),23,23,0,1947
1009,1947-12-28,"Leon, Mexico",Servicio Aéreo Panini,Dorango - Leon - Mexico City,Douglas DC-2-172,10,5,3,1947
1010,1948-01-06,"Paris, France",Air France,Brussels - Paris,Douglas DC-3D,16,16,0,1948
1011,1948-01-06,"Ruislip, England",British European Airways,Renfrew - Northolt,Vickers 610 Viking 1B,18,1,0,1948
1012,1948-01-07,"Near Savannah, Georgia",Coastal Air Lines,Charlston - Savannah,Douglas DC-3,27,18,0,1948
1013,1948-01-08,"Near Palestro, Algeria",Transport Comp. Algerienne de T.A.,Algiers - Biskra,Douglas DC-3,9,9,0,1948
1014,1948-01-11,"Ciudad Havajillo, Dominican Republic",Dominicana,Santa Cruz de Barahona - Santiago de los Caballeros,Douglas DC-3,32,32,0,1948
1015,1948-01-13,"Oxon Hill, Maryland",Eastern Air Lines,Atlanta - Washington D.C.,Douglas DC-3-201F,9,5,0,1948
1016,1948-01-20,"Near Mukden, China",China National Aviation Corporation,sin informacion,Curtiss C-46,54,11,0,1948
1017,1948-01-28,"Diablo Mts., California",Airline Transport Carriers,Burbank - Oakland,Douglas DC-3 (C-47B-DK),32,32,0,1948
1018,1948-01-30,"Atlantic Ocean, NE of Bermuda",British South American Airways,London - Havana,Avro 688 Tudor I,31,31,0,1948
1019,1948-02-07,"Off Jacksonville, Florida",Eastern Air Lines,Boston- NY-West Palm Beach- Miami,Lockheed L-649 Constellation,69,1,0,1948
1020,1948-02-10,"Near Padalarang, Indonesia",KLM Royal Dutch Airlines,Bandung - Jakarta - Banjoemans - Semarang,Douglas DC-3,19,19,0,1948
1021,1948-02-12,"Ubrichstein, Germany",Det Danske Luftfartselskab,Giessen - Bad Homberg,Douglas DC-3,21,12,0,1948
1022,1948-02-20,"Collesalvetti,  Italy",Società Aerea Teseo,Florence - Pisa - Rome,Douglas C-47-DL,10,7,0,1948
1023,1948-02-21,"Off St. Marcouf, France",Latecoere Airlines,sin informacion,Latecoere 631 (flying boat),14,14,0,1948
1024,1948-02-23,"Davao, Philippines",Commercial Airways,sin informacion,Douglas DC-3,12,12,0,1948
1025,1948-02-25,"Columbus, Ohio",Bruning Aviation,"Pittsburgh, PA - Columbus, OH",Douglas C-47A,2,2,0,1948
1026,1948-02-27,"Near Belem, Brazil",Military - Brazilian Air Force,Rio de Janeiro - Bele - Cayenne,Douglas C-47,26,23,0,1948
1027,1948-03-02,"Off Perpignan, France",Société de Transports Aériens,Oran - Perpignan - Lyon,Junkers Ju-52/3m,4,4,0,1948
1028,1948-03-02,"Heathrow Airport, London, England",Sabena,Brussels - London,Douglas DC-3,22,20,0,1948
1029,1948-03-07,"Near Skalafell, Iceland",Loftleidir Icelandic Airlines,Vestmannaeyjar - Reykjavik,Avro Anson,4,4,0,1948
1030,1948-03-10,"Chicago, Illinois",Delta Air Lines,Chicago - Miami,Douglas DC-4,13,12,0,1948
1031,1948-03-12,"Mt. Sanford, Alaska",Northwest Orient Airlines,Anchorage - New York City,Douglas DC-4 (C-54G-1-DO),30,30,0,1948
1032,1948-03-13,"Sierra Cristais, Brazil",Cruzeiro,sin informacion,Douglas DC-3,6,6,0,1948
1033,1948-03-15,"Villa Pinzon, Colombia",Agencia Interamericana de Aviada,El Secreto - Bogota,Douglas DC-3 (C47-DL),14,14,0,1948
1034,1948-03-27,"Monte Cardo, Corsica, France",Indian National Airlines,Delhi - Rome - London,Vickers 604 Viking 1B,19,19,0,1948
1035,1948-04-05,"Near Berlin, Germany",British European Airways / Military - Soviet Air Force,London - Berlin,Vickers Viking 1B & Soviet YAK-3 fighter,14,14,0,1948
1036,1948-04-10,"Kano, Nigeria",Air France,Lagos - Kano - Algiers - Paris,Douglas DC-4,6,1,0,1948
1037,1948-04-15,"Shannon, Ireland",Pan American World Airways,Belgium - Shannon,Lockheed L-049-46 Constellation,31,30,0,1948
1038,1948-04-18,Territory of New Guinea,New Guinea Air Traders,Lae - Bulolo,Lockheed Hudson IIIA,37,37,0,1948
1039,1948-04-24,Near Irkutsk Russia,Aeroflot,Kirensk - Badaybo,Lisnov Li-2,29,28,0,1948
1040,1948-05-13,"Mount Coron, France",Skyways of London,Croydon - Paris - Cannes,de Havilland Dove 1,4,4,0,1948
1041,1948-05-13,"Near Magazini, Belgian Congo (Zaire)",Sabena,Leopoldville - Libenga,Douglas DC-4-1009,32,31,0,1948
1042,1948-05-15,"Vrede, South Africa",Mercury Aviation,Durban - Johannesburg - London,Douglas DC-3-455,13,13,0,1948
1043,1948-05-16,"Columbus, Ohio",Slick Airways,"Newark, NJ - Chicago, IL",Curtiss C-46E,2,2,0,1948
1044,1948-05-20,"Near Bovingdon, England",Air Transport Charter,Valence - Bovingdon,Douglas C-47A,4,3,0,1948
1045,1948-05-22,"Khabarovsk, Russia",Aeroflot,Petropavlovsk-Kamchatsky - Magadan,Douglas C-47,9,8,0,1948
1046,1948-05-25,"Albacete, Spain",Alpha Airways,Albacete - Albacete,Handley Page Halifax C-8,4,4,1,1948
1047,1948-06-10,Isle of Man,Hargreaves Airways,"Birmingham, England - Isle of Man",de Havilland DH-89A Dragon Rapide,8,6,0,1948
1048,1948-06-17,"Mount Carmel, Pennsylvania",United Air Lines,Chicago - New York City,Douglas DC-6,43,43,0,1948
1049,1948-06-17,"Over the Pearl River, China",Cathy Pacific,Macau - Hong Kong,PBY Catalina,26,25,0,1948
1050,1948-06-26,"Maiquetia, Venezuela",Linea Aeropostal Venezolana,sin informacion,Douglas DC-3,17,1,0,1948
1051,1948-07-01,"Keerbergen, Belgium",Avio Linee Italiane,Milano - Brussels,Fiat G.212CP,12,8,0,1948
1052,1948-07-04,"Northolt, Middlesex, England",Scandinavian Airlines (SAS),Stockholm - Amsterdam - Northolt,Douglas DC-6 / RAF York,39,39,0,1948
1053,1948-07-07,"Djiring, French Indo-China",Aigle Azur,Saigon - Da Lat,Douglas DC-3,16,16,0,1948
1054,1948-07-14,"Belem, Brazil",Aerovias Brasil,sin informacion,Douglas C-47A,5,5,0,1948
1055,1948-07-16,Pacific Ocean between Hong Kong and Macao,Cathay Pacific Airways,Macau - Hong Kong,Consolidated OA-10 Catalina,26,25,0,1948
1056,1948-07-24,"Cap-des-Rosiers, Quebec, Canada",Rimouski Airlines,Port Meunier - Gaspé,Douglas DC-3,29,29,0,1948
1057,1948-07-29,"Buenos Aires, Argentina",ALFA,Rosario - Bueno Aires,Short Sandringham 2 (flying boat),24,18,0,1948
1058,1948-07-29,"Tsingtao, China",Civil Air Transport,Qingdao - Jinan,Curtiss C-46D-20-CU,19,19,0,1948
1059,1948-08-01,"Karachi, Pakistan",Onzeair,Chaklala – Mauripur,Avro 691 Lancastrian (flying boat),4,4,0,1948
1060,1948-08-01,"1,200 miles off Dakar, Atlantic Ocean",Air France,Fort-de-France - Port-Etienne - Paris,Latecoere 631 (flying boat),52,52,0,1948
1061,1948-08-09,"Port Underwood, New Zealand",New Zealand National Airways,Blenheim - Paraparaumu,Douglas C-47B,2,2,0,1948
1062,1948-08-20,"La Guaira, Venezuela",Avensa,Maiquetía - Las Piedras - Maracaibo,Douglas C-47A,3,3,0,1948
1063,1948-08-29,"Near Winona, Minnesota",Northwest Orient Airlines,Chicago - Minneapolis,Martin 202,37,37,0,1948
1064,1948-08-31,"Near Elizabethville, Belgium Congo",Sabena,Manono - Elizabethville,Douglas DC-3 (Douglas C-47A-10-DK),13,13,0,1948
1065,1948-09-02,"Near Quirindi, Australia",Australian National Airways,Brisbane - Sidney,Douglas DC-3,13,13,0,1948
1066,1948-09-30,"Balkhash, Kazakhstan",Aeroflot,Alma Ata - Balkhash - Karaganda - Moscow,Lisunov LI-2,15,15,0,1948
1067,1948-10-02,"Near Trondheim, Norway",Norwegian Airlines,Fornebu - Hommelvik,Short Sandringham 6 (flying boat),45,19,0,1948
1068,1948-10-12,"Near Yevlakh, Azerbaijan, USSR",Aeroflot,Tashkent - Baku - Tbilisi - Sochi,Ilyushin Il12,10,10,0,1948
1069,1948-10-21,"Prestwick Airport, Scotland",KLM Royal Dutch Airlines,Amsterdam - Prestwick - New York City,Lockheed 049-46-25 Constellation,40,40,0,1948
1070,1948-10-23,"Mt. Ruapehu, New Zealand",New Zealand National Airways,Palmerston - Hamilton,Lockheed 10A Electra,13,13,0,1948
1071,1948-10-25,"Georgian SSR, USSR",Aerflot,Krasnodar - Karachayevsk - Sukhumi - Tbilisi,Lisunov Li-2,18,18,0,1948
1072,1948-10-27,"Near Edmonton, Alberta, Canada",Northwest Orient Airlines,Minneapolis - Edmonton - Anchorage - Tokyo,Douglas C-54A,5,2,0,1948
1073,1948-11-03,"Near Glossop, England",Military - U.S. Air Force,RAF Scrampton - Burtonwood AFB,Boeing B-29A Superfortress,13,13,0,1948
1074,1948-11-04,"Cape Spencer, Alaska",Pacific Alaska Air Freight,Anchorage - Homer - Yakutat - Annette Island - Seattle,Douglas DC-3,17,17,0,1948
1075,1948-11-08,"Mt. Macedon, Australia",Australian National Airways,Melbourne - Denilquin,Douglas DC-3,23,3,0,1948
1076,1948-11-11,"Liverpool, England",Mannin Airways,"Isle of Man - Dublin, Ireland",de Havilland DH-89A Dragon Rapide,8,7,0,1948
1077,1948-11-22,"Near Ryzhovo, Russia",Aeroflot,Zyryanka - Srednekymsk,Lisunov Li-2,26,23,0,1948
1078,1948-11-26,"Vehari, Pakistan",Pakistan Airways,Karachi - Lohore,Douglas DC-3,21,21,0,1948
1079,1948-12-05,"Kiangwan, China",Central Air Transport,Chengdu - Shanghai,Curtiss C-46,40,9,0,1948
1080,1948-12-06,"Milan, Italy","Avio Linee ItalianeAvio Linee Italiane",Milan - Brussels,Douglas C-47,7,7,0,1948
1081,1948-12-12,"Taipei, Taiwan",China National Aviation Corporation,Shanghai - Taipei,Douglas DC-3,10,2,0,1948
1082,1948-12-15,"Near Bogata, Colombia",LANSA,Bogota - Barranquilla,Douglas C-47,30,30,0,1948
1083,1948-12-21,"Near Pilos, Greece",Ceskoslovenske Aerolinie,Rome - Athens,Douglas DC-3,24,24,0,1948
1084,1948-12-21,"Basalt Island, Hong Kong",China National Aviation Corporation,Shanghai - Hong Konk,Douglas C-54B-5-DO,33,33,0,1948
1085,1948-12-23,"Near Madrid, Spain",Iberia Airlines,Madrid - Barcelona,Douglas DC-3 (C-47-DL),27,27,0,1948
1086,1948-12-28,"Off San Juan, Puerto Rico",Airborne Transport,San Juan - Miami,Douglas DC-3DST,32,32,0,1948
1087,1948-12-31,"Mt. Argentari, Italy",Pan African Air Charter,Athens - Rome - Nice,Douglas DC-3,13,13,0,1948
1088,1949-01-02,"Seattle, Washington",Seattle Air Charter,Seattle - New Haven,Douglas DC-3 (C-47A-DL),30,14,0,1949
1089,1949-01-05,"Caravelas Bay, Brazil",British South American Airways,sin informacion,Avro 685 York 1,17,3,0,1949
1090,1949-01-06,"Brandywine, Maryland",Coastal Cargo,"Raleigh, NC - Boston, MA",Douglas C-47A,2,2,0,1949
1091,1949-01-11,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Porto Alegre - Sao Borja,Lockheed 18 Lodestar,12,12,0,1949
1092,1949-01-15,"Ras-el-Tin, Egypt",Pan African Air Charter,sin informacion,Douglas C-54 Skymaster,30,30,0,1949
1093,1949-01-16,"Near Srinagar, India",Dalmia Jain Airways,sin informacion,Douglas DC-3,13,13,0,1949
1094,1949-01-17,"Atlantic Ocean, off Bermuda",British South American Airways,Bermuda - Kingston,Avro 688 Tudor 4B,20,20,0,1949
1095,1949-01-17,"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,RAF Scampton - Keflavik - Kansas,Boeing B-29A Superfortress,20,20,0,1949
1096,1949-01-20,"Homer, Alaska",Alaska Airlines,Homer - Anchorage,Douglas DC-3C,6,5,0,1949
1097,1949-01-30,"Port Washington, New York",Pan American World Airways,sin informacion,Lockheed L-749 / Cessna 140,35,2,0,1949
1098,1949-02-02,"Trinity Bay, Newfoundland",Saint Lawrence Airways,Trinity - Rimouski,Avro Anson,10,6,0,1949
1099,1949-02-04,"Castel Benito, Libya",Skyways of London,Khartoum - Castel Benito,Douglas C-54A-1-DO Skymaster,53,1,0,1949
1100,1949-02-05,"Buenaventura Bay, Colombia",AVIANCA,sin informacion,Consolidated PBY-5A Catalina,14,3,0,1949
1101,1949-02-08,"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Paris - Copenhagen,Vickers 628 Viking 1B,27,27,0,1949
1102,1949-02-10,"Near Huanuco, Peru",Faucett,Tingo Maria - Huanuco,Douglas DC-3,16,16,0,1949
1103,1949-02-19,"Near Coventry, Warks, England",British European Airways / Military - British,London - Glasgow,Douglas DC-3 / Avro Anson,14,14,0,1949
1104,1949-02-24,"Near Cuzco, Peru",TAM (Peru),Cuzco - Lima,Douglas C-47,26,22,0,1949
1105,1949-02-24,"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,"Manila, Philippines - Hong Kong",Douglas DC-3,23,23,0,1949
1106,1949-03-10,"Coolangatta, Australia",Queensland Airlines,Coolangatta - Brisbane,Lockheed 18 Lodestar,22,22,0,1949
1107,1949-03-15,"Berlin, Germany",Skyways,sin informacion,Avro 685 York I,3,3,0,1949
1108,1949-03-18,"Near Waikanae, New Zealand",New Zealand National Airways,Auckland - Wellington,Lockheed 18 Lodestar,15,15,0,1949
1109,1949-04-29,"Near Mironovo, Russia",Aeroflot,Yakutsk - Kirensk,Lisunov Li-2,24,14,0,1949
1110,1949-05-04,"Superga, Italy",Avio Linee Italiane,Barcelona - Torino,FIAT G-212CP,31,31,0,1949
1111,1949-05-04,"Near Portland, Dorset, England",Bristop Aeroplane Company,Test Flight,Bristol 170 Freighter 31 Mark II,7,7,0,1949
1112,1949-05-07,"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Daet - Manila,Douglas DC-3,13,13,0,1949
1113,1949-05-13,"Near  Novosibirsk, Russia",Aeroflot,Novosibirsk - Moscow,Ilyushin IL-12,25,25,0,1949
1114,1949-06-06,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Kavallo - Athens,Douglas DC-3,22,22,0,1949
1115,1949-06-07,"Near Florianpolis, Brazil",Military - Brazilian Air Force,Florianpolis - Porto Alegre,Douglas C-47B,27,27,0,1949
1116,1949-06-07,"San Juan, Puerto Rico",Strato Freight,San Juan - Miami,Curtiss C-46D-5-CU,81,53,0,1949
1117,1949-06-23,"Off Bari, Italy",KLM Royal Dutch Airlines,Batavia - Amsterdam,Lockheed 749-79-33 Constellation,33,33,0,1949
1118,1949-07-02,"Near Guildford, Australia",Mac Roberston-Miller Airlines,Guildford - Darwin,Douglas C-47A-20-DL,18,18,0,1949
1119,1949-07-12,"Chatsworth, California",Standard Airlines,Albuquerque - Burbank,Curtiss C-46E-1-CS,48,35,0,1949
1120,1949-07-12,"Near Bombay, India",KLM Royal Dutch Airlines,Delhi - Bombay,Lockheed L-749-79-33 Constellation,45,45,0,1949
1121,1949-07-13,"Jamnagar, Gujarat state, India",Indian Air Force,Training,Hawker Hunter,0,0,14,1949
1122,1949-07-19,"Seattle, Washington",Air Transport Associates,Seattle - Chicago,Curtiss C-46F-1-CU,32,2,4,1949
1123,1949-07-21,"Marga, Russia",Aeroflot,Krasnoyarsk - Irkutsk,Ilyushin IL-12,14,13,0,1949
1124,1949-07-30,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,New York City - Wilmington,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,16,16,0,1949
1125,1949-08-02,"Jaquirana, Brazil",Varig,Sao Paulo - Porto Alegre,Curtiss C-46D-10-CU,36,5,0,1949
1126,1949-08-03,"Sao Francisco Bay, Brazil",Lineas Aéreas Brasil,sin informacion,Douglas DC-3,30,5,0,1949
1127,1949-08-06,"Salasaca, Ecuador",Shell Co of Ecuador,Mers Nueva - Ambato,Bristol 170 Freighter 21,34,34,0,1949
1128,1949-08-09,"Salalah, Oman",Military - Royal Air Force,sin informacion,Douglas C-47B,12,12,0,1949
1129,1949-08-13,"Near Bogota, Colombia",SAETA,Bogota - Ibague,Douglas C-47,32,32,0,1949
1130,1949-08-15,"Off Lurga Point, Ireland",Transocean Air Lines,Rome - Shannon,Douglas DC-3 (C-54A-DO),58,8,0,1949
1131,1949-08-19,"Near Oldham, England",British European Airways,Belfast - Manchester,Douglas DC-3,32,24,0,1949
1132,1949-08-21,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Churchhill - Winnipeg,Consolidated Canso (amphibian),21,21,0,1949
1133,1949-08-27,"Leopoldville, Zaire",Sabena,Leopoldville - Elizabethville,Douglas C-47B-5-DK,20,5,0,1949
1134,1949-09-09,"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Montreal - Comeau Bay,Douglas DC-3,23,23,0,1949
1135,1949-09-26,"Mt. Popocatepetl, Mexico",Mexicana,Tapacula - Mexico City,Douglas DC-3,24,24,0,1949
1136,1949-09-27,"Near Castilla, Argentina",Flota Aérea Mercante Argentina,sin informacion,Douglas C-54A-1-DO,27,5,0,1949
1137,1949-10-09,"Cheyenne, Wyoming",Slick Airways,Las Vegas - Denver,Curtiss C-46E-1-CS,4,4,0,1949
1138,1949-10-28,"San Miguel Island, Azores",Air France,Paris - Santa Maria - New York City,Lockheed 749-79-33 Constellation,48,48,0,1949
1139,1949-11-01,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Boston - Washington D.C. - New Orleans,Douglas C-54B / P-38,55,55,0,1949
1140,1949-11-04,"Akron, Ohio",Harrington's Inc,Philadelphia - Cleveland,Douglas DC-3,3,3,0,1949
1141,1949-11-16,"Calcutta, India",Royal Indian Air Force,sin informacion,Tempest,2,1,14,1949
1142,1949-11-20,"Near Oslo, Norway",Aero Holland,Brussels - Oslo,Douglas C-47A,35,34,0,1949
1143,1949-11-26,"Near Bucaramanga, Colombia",LANSA,Bucaramanga - Cucuta,Douglas DC-3,12,12,0,1949
1144,1949-11-29,"Dallas, Texas",American Airlines,New York City - Mexico City,Douglas DC-6,46,28,0,1949
1145,1949-11-29,"Chaleyssin, France",Air France,Paris - Lyons - Tunis,Douglas DC-4,38,5,0,1949
1146,1949-12-01,"Taquaracucu, Brazil",REAL,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),22,20,0,1949
1147,1949-12-07,"Vallejo, California",Arrow Airlines,Burbank - Oakland - Sacramento,Douglas DC-3,9,9,0,1949
1148,1949-12-09,"Near Lanchow, China",Civil Air Transport,sin informacion,Curtiss C-46D-CU,38,38,0,1949
1149,1949-12-10,"Near Hoikow, China",Civil Air Transport,Chengdu - Hoikow,Curtiss C-46D-CU,40,17,0,1949
1150,1949-12-12,"Washington, D.C.",Capital Airlines,New Port News - Washington D.C.,Douglas DC-3-313A,23,6,0,1949
1151,1949-12-12,"Jungshahi, Pakistan",Pakair,sin informacion,Douglas DC-3,26,26,0,1949
1152,1949-12-16,"Orizaba, Mexico",Mexicana,Mexico City - Merida,Douglas DC-3,17,17,0,1949
1153,1949-12-18,"Aulnay-sous-Bois, France",Sabena,sin informacion,Douglas C-47A-60-DL,8,8,0,1949
1154,1949-12-30,"Comilla, Pakistan",Bharat Airways,Agartala - Calcutta,Douglas C-54A-DO,7,7,0,1949
1155,1950-01-05,"Sverdlovsk, Russia",Military - Soviet Air Force,sin informacion,Lisunov Li-2,19,19,0,1950
1156,1950-01-18,"Albacete, Spain",Ejercito del Aire,Murcia-San Javier - Albacete,Casa 352,16,16,0,1950
1157,1950-01-20,"Near Vacas, Bolivia",Military - Bolivian Air Force,Valle grande - Cochabamba,Douglas C-47,32,32,1,1950
1158,1950-01-24,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Antananarivo - Tamatave,Douglas C-47A-50-DL,14,14,0,1950
1159,1950-01-24,"Iloilo,Philippines",Philippine Air Lines,Iloilo - Manila,Douglas DC-3,4,4,0,1950
1160,1950-01-26,"Near Snag, Yukon Territory",Military - U.S. Air Force,Elmendorf - Great Falls,Douglas C-54D-DC (DC-4),44,44,0,1950
1161,1950-02-02,North Sea,KLM Royal Dutch Airlines,Amsterdam - London,Douglas DC-3,7,7,0,1950
1162,1950-02-27,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Ostrava - Prague,Douglas C-47A-15-DK,30,5,0,1950
